id_siniestro,score_reglas,score_ml,score_anomalia,score_nlp,score_final,nivel_riesgo,reglas_activadas,explicacion,accion_sugerida
SIN-00117,25,0.0,26.48,90.0,25.4,Verde,R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00782,26,0.52,19.66,90.0,25.4,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. El vehiculo aparece en multiples reclamos. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00318,26,0.0,20.5,90.0,25.35,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. El vehiculo aparece en multiples reclamos. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00677,26,0.0,17.36,90.0,25.04,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. El vehiculo aparece en multiples reclamos. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00094,25,1.18,19.36,90.0,24.98,Verde,R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00875,26,0.0,16.53,90.0,24.95,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. El vehiculo aparece en multiples reclamos. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00308,25,0.0,21.26,90.0,24.88,Verde,R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00690,26,0.0,15.74,90.0,24.87,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. El vehiculo aparece en multiples reclamos. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00329,26,0.0,15.5,90.0,24.85,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. El vehiculo aparece en multiples reclamos. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00284,26,0.0,13.95,90.0,24.7,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. El vehiculo aparece en multiples reclamos. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00566,26,0.0,13.31,90.0,24.63,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 25. El vehiculo aparece en multiples reclamos. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00138,26,0.0,11.32,90.0,24.43,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 24. El vehiculo aparece en multiples reclamos. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00775,16,1.55,44.45,90.0,22.63,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 23. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00726,16,8.49,26.2,90.0,22.54,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 23. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00288,16,9.98,21.3,90.0,22.43,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 22. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00030,16,0.0,34.72,90.0,21.27,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 21. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00358,16,1.54,30.48,90.0,21.23,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 21. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00207,16,5.24,21.12,90.0,21.22,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 21. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00636,16,0.0,33.63,90.0,21.16,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 21. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00827,16,0.0,32.33,90.0,21.03,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 21. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00895,16,0.0,31.68,90.0,20.97,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 21. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00168,16,0.0,29.58,90.0,20.76,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 21. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00130,16,0.0,28.72,90.0,20.67,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 21. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00688,16,0.36,26.29,90.0,20.52,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 21. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00275,16,0.47,25.69,90.0,20.49,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00670,16,0.0,26.75,90.0,20.48,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00154,16,2.31,19.53,90.0,20.33,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00555,16,1.44,21.35,90.0,20.3,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00081,16,0.0,24.61,90.0,20.26,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00190,16,0.39,23.4,90.0,20.24,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00590,16,0.0,24.17,90.0,20.22,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00949,16,0.0,24.13,90.0,20.21,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00382,16,0.57,22.71,90.0,20.21,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00457,16,1.25,20.33,90.0,20.15,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00032,16,1.05,20.43,90.0,20.11,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00964,16,0.0,22.78,90.0,20.08,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00033,16,0.33,20.82,90.0,19.96,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00345,16,0.0,21.19,90.0,19.92,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00185,16,0.0,21.0,90.0,19.9,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00702,16,0.0,20.84,90.0,19.88,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00560,16,0.87,18.12,90.0,19.83,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00163,16,0.36,19.25,90.0,19.82,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00376,16,2.2,14.56,90.0,19.81,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00542,16,0.0,20.05,90.0,19.8,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00545,16,0.47,18.84,90.0,19.8,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00466,16,0.0,19.67,90.0,19.77,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00586,16,0.0,19.47,90.0,19.75,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00858,16,0.0,19.39,90.0,19.74,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00853,16,0.0,19.05,90.0,19.71,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00103,16,0.0,18.42,90.0,19.64,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00296,16,0.0,18.23,90.0,19.62,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00058,16,0.0,17.77,90.0,19.58,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00441,16,0.0,17.19,90.0,19.52,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00176,16,0.0,17.02,90.0,19.5,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 20. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00476,16,0.33,16.06,90.0,19.49,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00657,16,0.0,16.67,90.0,19.47,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00129,16,0.0,16.15,90.0,19.42,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00874,16,0.0,15.93,90.0,19.39,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00536,16,0.0,15.88,90.0,19.39,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00487,16,0.0,15.69,90.0,19.37,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00489,16,0.0,15.58,90.0,19.36,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00350,16,0.0,15.31,90.0,19.33,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00512,16,0.0,14.89,90.0,19.29,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00327,16,0.0,14.85,90.0,19.28,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00593,16,0.0,14.56,90.0,19.26,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00627,16,0.0,14.45,90.0,19.24,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00492,16,0.0,14.23,90.0,19.22,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00136,16,0.0,14.1,90.0,19.21,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00861,16,0.0,13.93,90.0,19.19,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00504,16,0.0,13.94,90.0,19.19,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00479,16,1.02,11.35,90.0,19.19,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00656,16,0.0,13.73,90.0,19.17,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00920,16,0.0,13.27,90.0,19.13,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00049,16,0.0,13.1,90.0,19.11,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00914,16,0.0,13.13,90.0,19.11,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00173,16,0.0,13.05,90.0,19.1,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00218,16,0.0,12.72,90.0,19.07,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00946,16,0.0,12.3,90.0,19.03,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00295,16,0.57,10.74,90.0,19.02,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00312,16,0.0,12.05,90.0,19.01,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00728,16,0.41,11.05,90.0,19.01,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00577,16,0.57,10.55,90.0,19.0,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00347,16,0.0,11.85,90.0,18.98,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00529,16,0.0,11.32,90.0,18.93,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00665,16,0.0,11.05,90.0,18.9,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00700,16,0.0,10.89,90.0,18.89,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00067,16,0.47,9.63,90.0,18.88,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00894,16,0.0,10.78,90.0,18.88,Verde,R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 19. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
