id_siniestro,fecha_ocurrencia,fecha_reporte,ciudad,ramo,cobertura,proveedor,monto_reclamado,score_reglas,score_ml,score_anomalia,score_nlp,score_final,nivel_riesgo,accion_sugerida,reglas_activadas,explicacion,documentos,asegurado,vehiculo,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,similar_claim_id,max_similarity,descripcion,id_proveedor,id_asegurado,proveedor_porcentaje_casos_observados,proveedor_lista_restrictiva,poliza_suma_asegurada,monto_vs_suma_asegurada,etiqueta_fraude_simulada
SIN-00760,2026-01-26,2026-02-21,Guayaquil,Vehículos,Robo total,PRO-0011 - Taller,41116.54,100,100.0,80.71,90.0,97.07,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 97. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 inconsistentes,ASE-0336,VEH-0019,362,3,26,2,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0011,ASE-0336,0.156,False,39199,1.0489180846450166,1
SIN-00406,2026-02-02,2026-02-26,Quito,Vehículos,Daño,PRO-0060 - Taller,36608.48,100,99.07,82.69,90.0,97.04,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 97. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 inconsistentes,ASE-0111,VEH-0040,358,7,24,2,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0060,ASE-0111,0.26,False,36775,0.9954719238613189,1
SIN-00723,2025-03-17,2025-04-08,Manta,Vehículos,Choque,PRO-0023 - Clínica,47368.9,100,99.91,80.2,90.0,97.0,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 97. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 ilegibles, 1 inconsistentes",ASE-0291,VEH-0104,3,362,22,0,SIN-00025,1.0,Evento reportado con tercero no identificado y documentos pendientes.,PRO-0023,ASE-0291,0.195,False,49345,0.9599533894011552,1
SIN-00263,2025-12-25,2026-01-21,Manta,Generales,Pérdida,PRO-0045 - Taller,41420.01,100,99.9,79.73,90.0,96.95,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 97. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"3 faltantes, 4 ilegibles, 1 inconsistentes",ASE-0311,,358,7,27,0,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0045,ASE-0311,0.205,False,41833,0.9901276504195253,1
SIN-00865,2025-08-23,2025-09-10,Machala,Salud,Emergencia,PRO-0036 - Perito,60270.16,99,99.83,85.19,90.0,96.93,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 97. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 2 ilegibles, 2 inconsistentes",ASE-0185,,2,363,18,0,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0036,ASE-0185,0.033,False,76102,0.7919655199600537,1
SIN-00687,2026-01-28,2026-02-05,Quito,Vehículos,Choque,PRO-0002 - Taller,58885.2,98,99.98,89.82,90.0,96.88,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R004_FRECUENCIA_ASEGURADO: Frecuencia del asegurado; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 97. Ocurrio muy cerca del inicio o fin de poliza. El asegurado concentra varios reclamos recientes. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"3 faltantes, 3 ilegibles",ASE-0217,,364,1,8,3,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0002,ASE-0217,0.049,False,57118,1.030939458664519,1
SIN-00667,2026-11-05,2026-11-28,Quito,Salud,Atención médica,PRO-0027 - Perito,65348.67,99,100.0,83.45,90.0,96.8,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 97. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles, 1 inconsistentes",ASE-0111,,358,7,23,2,SIN-00025,1.0,Evento reportado con tercero no identificado y documentos pendientes.,PRO-0027,ASE-0111,0.221,False,61595,1.06094114782044,1
SIN-00407,2026-03-29,2026-04-13,Ambato,Vehículos,Choque,PRO-0004 - Taller,65061.08,100,99.97,77.31,90.0,96.72,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 97. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 ilegibles, 2 inconsistentes",ASE-0067,VEH-0066,362,3,15,0,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0004,ASE-0067,0.164,False,71720,0.907153931957613,1
SIN-00965,2027-03-11,2027-04-06,Machala,Salud,Cirugía,PRO-0048 - Clínica,63833.37,99,99.9,81.53,90.0,96.58,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 97. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles, 1 inconsistentes",ASE-0165,,358,7,26,1,SIN-00025,1.0,Evento reportado con tercero no identificado y documentos pendientes.,PRO-0048,ASE-0165,0.246,False,74405,0.8579177474632081,1
SIN-00044,2025-12-20,2025-12-31,Ambato,Salud,Atención médica,PRO-0080 - Clínica,43036.16,99,99.87,81.18,90.0,96.54,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 97. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"3 faltantes, 3 ilegibles, 1 inconsistentes",ASE-0094,,3,362,11,2,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0080,ASE-0094,0.163,False,47518,0.9056812155393746,1
SIN-00395,2026-03-07,2026-04-03,Manta,Vehículos,Daño,PRO-0052 - Perito,52162.88,100,99.9,73.98,90.0,96.37,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles",ASE-0291,VEH-0104,358,7,27,0,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0052,ASE-0291,0.178,False,49345,1.0571056844665112,1
SIN-00683,2026-02-03,2026-03-04,Manta,Vida,Incapacidad,PRO-0037 - Perito,69368.78,99,99.97,79.22,90.0,96.36,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles",ASE-0018,,2,363,29,1,SIN-00025,1.0,Evento reportado con tercero no identificado y documentos pendientes.,PRO-0037,ASE-0018,0.056,False,67232,1.031782187053784,1
SIN-00153,2025-09-19,2025-10-05,Guayaquil,Generales,Pérdida,PRO-0030 - Perito,42722.7,100,99.26,75.43,90.0,96.36,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,3 inconsistentes,ASE-0078,,3,362,16,0,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0030,ASE-0078,0.25,False,51511,0.8293898390635009,1
SIN-00573,2025-04-04,2025-04-14,Quito,Vehículos,Robo total,PRO-0042 - Asistencia,36208.77,100,99.88,73.83,90.0,96.35,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El proveedor aparece en lista restrictiva simulada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"3 faltantes, 4 ilegibles, 1 inconsistentes",ASE-0136,VEH-0031,2,363,10,1,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0042,ASE-0136,0.301,True,39634,0.913578493212898,1
SIN-00332,2025-01-24,2025-02-08,Ambato,Vehículos,Robo total,PRO-0033 - Clínica,55515.16,100,99.97,73.25,90.0,96.32,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0190,,1,364,15,2,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0033,ASE-0190,0.091,False,62030,0.8949727551184911,1
SIN-00843,2026-02-01,2026-02-12,Cuenca,Vida,Incapacidad,PRO-0025 - Perito,71094.36,99,99.97,78.58,90.0,96.3,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 3 ilegibles",ASE-0169,,3,362,11,1,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0025,ASE-0169,0.102,False,75326,0.943822318986804,1
SIN-00400,2026-02-26,2026-03-22,Cuenca,Vehículos,Choque,PRO-0068 - Clínica,31542.74,100,100.0,72.89,90.0,96.29,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 3 ilegibles, 2 inconsistentes",ASE-0312,,362,3,24,0,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0068,ASE-0312,0.214,False,37512,0.8408706547238217,1
SIN-00134,2025-02-02,2025-03-02,Ambato,Generales,Pérdida,PRO-0029 - Clínica,57426.52,99,99.97,78.26,90.0,96.27,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles",ASE-0308,,1,364,28,2,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0029,ASE-0308,0.066,False,53383,1.0757454620384765,1
SIN-00073,2025-05-16,2025-06-15,Guayaquil,Vehículos,Robo parcial,PRO-0080 - Clínica,60122.12,100,99.97,72.67,90.0,96.26,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"3 faltantes, 4 ilegibles",ASE-0096,,1,364,30,1,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0080,ASE-0096,0.163,False,72505,0.8292134335563065,1
SIN-00045,2026-04-08,2026-04-29,Loja,Vehículos,Daño,PRO-0028 - Taller,53390.32,100,99.94,72.68,90.0,96.25,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 inconsistentes,ASE-0316,VEH-0220,358,7,21,0,SIN-00025,1.0,Evento reportado con tercero no identificado y documentos pendientes.,PRO-0028,ASE-0316,0.213,False,54436,0.9807906532441767,1
